,Name,Review Title,Rating,Reviewed Day,Reviewed Month,Reviewed Year,Verified Purchase,Helpfull No,Review
705,Poonam Raval,My first iphone,5.0,12,7,2021,1,0,Superb filling. My first apple product.Only diss pointment is adapter is not there in box.
706,Murari K Jha,Except battery backup apple phone are great to use.,4.0,8,9,2021,1,0,Except battery backup apple phone are great to use... now improving the battery should be  focus for company.
707,Eva,Good product,5.0,20,7,2021,1,0,Good product.
708,Stanzin,Good product,4.0,22,9,2021,1,0,"Overall good product, but it's better to go for iphone 13 because of better battery performance on iphone 13."
709,Arcchayan Bhattacharyya,Premium is the feeling!,5.0,26,7,2021,1,0,Fantastic Device . Battery lasts around 6hrs if used continuously . Camera is fabulous. Much thinner and lighter than iPhone 11. ✌🏻
710,drpbaskar,BETTER,5.0,9,4,2021,1,0,AWESOME
711,Avdhesh kumar,Awesome phone,5.0,11,8,2021,1,0,Beautiful phone
712,Imtiyaz k.,Go for it guys!,5.0,14,11,2020,1,0,"Lot of new features added in this new iPhone, night mode is improved, and a satisfactory battery back upWorth every penny!"
713,Prasad T,Beyond expectations,5.0,20,1,2021,1,0,It looks stylish. the camera quality is beyond expectations
714,Jayapal,Excellent Phone,5.0,22,7,2021,1,0,Never disappointed with any Apple purchases. Excellent phone and good upgrade from iPhone 8 to 12.
715,Ashif Hussain,Scratch display,4.0,25,12,2020,1,1,Everything is ok except a small hair scratch on front display glass.
716,karthik V,Product paint was scratched,1.0,25,2,2022,1,1,Product paint was scratched
717,Vaibhav Pratap Singh,Best iPhone ever...,5.0,22,12,2020,1,0,Iphone 12 is by far the best iPhone no wonder why its getting all the praises from everyone. Thanks amazon for smooth delivery.
718,ARK,Emotion,5.0,23,2,2021,1,1,iPhone is a emotion .. no need to explain more
719,Philip,It’s a fantastic phone.,5.0,13,3,2022,1,0,The A14 chip is more than enough to handle any task you throw at this phone.
720,Soumya,Great!,5.0,9,4,2022,1,0,The phone is great! This is my first iphone and loved it
721,Madangir Giri,Good one,5.0,7,11,2020,1,1,Good one first time using
722,siddheshwar,Value for money,5.0,11,5,2021,1,0,Amazing product from Apple. Just go for it
723,Mithu,Superb,5.0,7,3,2022,1,0,Nice phone at a nice quality.. but adapter missing in box is a big concern on customer side
724,Satish Kumar Kaushik,Good product.,4.0,18,3,2022,1,0,Good reception. Phone is very good. Packing and delivery by Amazon is very good and timely.
725,K Y Swamy,Not worthy,3.0,18,2,2021,1,0,"Highly priced, no new feeling from 10 to 12, no power adapter, no hear phone, not satisfied with colours"
726,Dr Siv,Bye bye android,5.0,17,6,2021,1,0,Switching android to iPhone! No regrets! Happy customer!
727,prashant,White line on screen,1.0,27,2,2022,1,1,Defective screen received
728,Rithen Kumar Pradhan,Good but,4.0,25,2,2022,1,0,Over all phone is good but the magnet into iPhone is not good because heart patient people are facing some problems.
729,Rajesh,Excellent product,5.0,23,2,2022,1,0,Value for money…
730,A S,Blast past fast,5.0,11,7,2021,1,0,Buttery smooth. Overall experience is very nice.
731,Bharat Sood,Best phone in price range. Smooth performance,5.0,14,3,2022,1,0,Best phone in price range. Smooth performance
732,Amit,Stylish Look,5.0,18,8,2021,1,0,Sound quality
733,Sujay Adak,Awsam,5.0,25,6,2021,1,0,It isy 1st I phone nice phone
734,Mahesh Mishra,Great phone to buy for any regular user,5.0,7,2,2022,1,1,Love this phone.
735,TsNarayanan,Best Iphone till date..kudos to Apple,5.0,11,8,2021,1,0,Pros:OLED ScreenLonger battery lifeBest in class chipSecurityNo heating
736,Konuru venkata siva kishore,Value For Money 😍,5.0,3,7,2021,1,0,I like the phone so much battery is so good but it doesn’t has a fingerprint sensor but face lock superb fast and its cool.
737,Ganesh,Awesome,5.0,14,5,2021,1,1,Product is awesome but at continue using of this phone going to hot
738,abdul samad advocate,Good phone,5.0,26,1,2022,1,0,Good all thing
739,Thirupathireddy.Nara,Highly consumed storage,4.0,25,2,2022,1,0,Good
740,milindVibhute,"Genuine product ,brand new retail model starting Model number from M",5.0,14,7,2021,1,0,"Very good , genuine brand new , retail model starting Model number from M is first new retail version"
741,Shailendra G.,As usual good phone,5.0,10,2,2022,1,0,As usual it’s a iPhone is great optioniPhone 12 is awesome
742,Yuvraj,Awesome,5.0,18,2,2022,1,0,Wonderful ✨😍
743,Corina,iPhone 12 is the best rated phone to me and my family,5.0,5,9,2021,1,0,"Perfect screen size, maximum features and gives a feel good factor to use it."
744,Manish sharma,I was lucky to get in 72000,5.0,8,9,2021,1,0,Very luck to get this price on 72000
745,Ajeya Singh,iPhone 12,5.0,28,4,2021,1,0,Great phone and no issues with the piece received from Amazon.
746,SANJEEV KUMAR,Good,5.0,30,1,2022,1,0,Not bad
747,Anuj Dhama,Loved it,5.0,15,2,2022,1,0,Awesome
748,Chiluka lachanna,I have recieved bad quality,1.0,26,3,2021,1,1,Battery pock up is not goog actually the phone is not picking the battery
749,Rajeshkumar reddy,Nice phone,5.0,28,1,2022,1,1,Nice phone
750,Prabal Pathak,Beast at everything,5.0,8,6,2021,1,0,"Great phone,Great camera,great body. Liked everything about the phone,great battery backup,feels so premium in hands."
751,Amazon Customer,Great phone but no accessories included.,5.0,26,5,2021,1,0,"It’s unfair that they don’t include a charger and headphones, what rip off in the name eco friendly…"
752,Mayur,Iphn12,3.0,19,2,2022,1,0,"2stars cut for the price, iphn 13 also comes with the same price now."
753,sumit shahi,Charging cable does not work,5.0,12,5,2021,1,0,The charging cable is not working.. how do I replace it
754,Dheeru,,4.0,5,2,2022,1,0,Obviously excellent product
755,Rakesh Kumar gupata,Good product,5.0,6,7,2021,1,0,Good product value for money
756,Ashish Joshi,Best,5.0,17,7,2021,1,0,Battery life is goodCamera - best in smart phoneNo fingerprint sensorEverything is best
757,Vishwanath,Awesome..!!,5.0,4,2,2022,1,0,Value for money
758,SAROJ KUMAR SAHU,Awesome product,5.0,17,3,2022,1,0,Apple is unique and high on performance
759,Vinit Pandey,Smile,5.0,10,6,2021,1,0,I am happy with my first iPhone 12.Charger is not in box
760,Phanikumar N,iPhone always good,5.0,3,9,2021,1,0,Very good buy
761,Hitendrasinh,Camera results and touch not to be like,2.0,3,10,2021,1,1,The media could not be loaded.
762,M K Muruganantham,Total waste it’s not equal to one kg of apple fruit,1.0,2,2,2022,1,1,Total waste don’t buy this brand
763,Rajesh,You’ll love using it ..If you are a heavy user then please go for 13,5.0,23,1,2022,1,0,UPGRADED from iPhone 7Loved using the screen and thank you Amazon ..For such trusted delivery
764,Vijay Gangarde,Best Phone,5.0,12,3,2022,1,0,Just awesome… one of the best phone in every aspect
765,Utsav Kushwaha,Just Awesome,5.0,12,3,2022,1,1,
766,Roshan,Good product,5.0,18,3,2021,1,0,Nice product
767,Shailesh Loni,Goood phone,5.0,6,3,2022,1,1,Good phone
768,Nik,Best!!,5.0,26,11,2020,1,0,The best device Apple has manufactured.Amazon delivery was fast and robust.
769,Yashesh,Perfect One,5.0,9,11,2020,1,1,Perfect one because iphone is iphone....
770,P vijay Krishna,Terrible service from Amazon,1.0,22,5,2021,1,0,"Terrible purchase from Amazon , microphone is not working at all , when I try to replace the product. It is not showing replacement option"
771,Aman,Go for it,5.0,20,2,2022,1,1,❤️
772,dalbir,awsm fone,5.0,22,3,2021,1,0,nice i loved it
773,Divakar Vikramjeet Singh,Buy if your older iPhone is not iPhone11,5.0,12,4,2021,1,0,a Good  phone but if you have iPhone 11 then there is no need to upgrade to iphone 12.
774,Chiranjiv Dutta Gupta,Iphone 12,5.0,21,7,2021,1,0,World's No.1 premium smartphone brand not only by words but by performance as well 👌🏼
775,nagendra,Worst phone,1.0,12,5,2021,1,1,Worst iPhone don’t buyNo proper return policy
776,Akhilesh,Battery draining too fast,1.0,27,7,2021,1,0,Battery draining too fast.Amezon doesn’t reply emails about battery draining issue.Amezon services very bad
777,Kishan Soni,Recommend to buy it,5.0,25,5,2021,1,0,Nice very good like iphone 12 no heating i have used it for 2 months and write down review recommended for iphone lover
778,DEEPAK LENKA,Best of best,5.0,5,3,2021,1,0,It’s an awesome phone. Best in technology. After two months of used didn’t find any negative.
779,Abhinay dwivedi,I as an iphone,5.0,17,11,2020,1,1,Its osum phone.!
780,Abhikesh Raman,Nothing more special then 11,1.0,15,5,2021,1,2,Worst one
781,SN,Good,5.0,18,2,2022,1,0,Sama
782,Swadha,I need to Change n upgrade,1.0,13,4,2021,1,1,Not like want to change this to apple 12 proPls advice how to do
783,Rupesh,Heating while charging,4.0,11,2,2022,1,0,Other than that everything is 👍.
784,Sameer,🍎 always good,5.0,24,4,2021,1,0,Good one
785,KALYAN CHAKRAVARTHY PARLE,Nice,5.0,26,7,2021,1,0,Good
786,Alok Tripathy,👍👍,5.0,27,12,2020,1,0,👍👍
787,Mukul b.,Best iPhone ever,5.0,18,3,2021,1,0,I’m using iPhones since long time & this one is the best ever iPhone. Battery is decent but otherwise it’s top notch.
788,manjushri,Red colour,5.0,14,3,2022,1,0,"The media could not be loaded.
                



 I like this one red iphone apple"
789,sanjeev bishnoi,Nice,5.0,3,9,2021,1,1,The media could not be loaded.
790,Vipul verma,A delight in usage but overpriced!,4.0,28,8,2021,1,0,"iPhone 12 is best in terms of camera, performance, screen, etc. but overall, it’s overrated in each of these aspects."
791,Madhan C.,Loved it!!,5.0,5,9,2021,1,0,Battery is draining very fast while using internet. Camera is good. Awesome images. Battery should be increase
792,Amazon Customer,Apple,5.0,1,2,2022,1,1,Best Pick
793,Nisha wani,Good,5.0,1,2,2022,1,1,I like it
794,Rishabh Sharma,Best product online amazone,5.0,23,2,2022,1,1,Sealed perfect
795,Suresh Reyyi,Too costly,4.0,20,8,2021,1,0,It's n not value for money. Apple iphones are expensive.
796,RAJA,Ok,4.0,12,12,2020,1,0,Good
797,Richa Sengupta,I am loving it,5.0,14,5,2021,1,0,As usual apple is best in its segment. Flipkart delivery was smooth and fast within 24 hrs .
798,AVNR,Good to have such a beautiful phone,5.0,11,8,2021,1,0,Found all features as tabled in the manual. Excellent product from Apple
799,Mamta Jain,Best experience ever ❤️,5.0,26,1,2022,1,0,Can’t experience this on an android device .
800,Sumit Chaturvedi,White beauty,5.0,13,8,2021,1,0,Absolutely stunning and beautiful device in white colour.
801,Sonu,Iphone is best mobile,5.0,19,1,2021,1,0,Only good
802,Zaid a.,You can trust Amazon rather than flipkart,4.0,6,7,2021,1,0,"It’s been 2 weeks since I received the phone and it’s working properly. There is no issue with it,not a single one guy’s. 😇"
803,Jaleel Hasfar,Apple,5.0,30,1,2022,1,0,Received expected
804,Anita Thakur,Nice Camera. Battery life long. Over all very good phone.,5.0,1,7,2021,1,0,Good camera
805,shekhar sharma,Class,5.0,28,7,2021,1,0,Class
806,Jitendra Singh,Beautifully design excellent phone,5.0,21,8,2021,1,0,"High quality, elegant design and lovely phone. I love the blue color."
807,yash Sharma,Hope it would have got 3 cameras in 80K price tag,4.0,4,5,2021,1,0,This is an excellent device coming from my iphone 8 this is huge upgrade in terms of everything. Blindly go for it.
808,safia sarfaraz,Nice phone,5.0,12,1,2022,1,1,Overall very good
809,ASISH MANNA,Good,5.0,29,12,2020,1,1,Price is bit high
810,Feinwerkbau,Great phone,5.0,31,5,2021,1,0,Apple is apple…great phone
811,Dipankar Ghosh,Value for money Iphone,5.0,30,9,2021,1,0,Gr8 product from Apple
812,Purvi,Performance was awesome,5.0,1,4,2021,1,0,Good product
813,Amazon Customer,Just great mobile,5.0,7,2,2022,1,0,"Finger print, battery,"
814,apurv,Awesome phone,5.0,18,3,2022,1,0,It has great great camera . Just go for it
815,Dr.abhinav sinha,Good,5.0,21,5,2021,1,0,Works flawlessly
816,Deepak kumar,I phone 12(64GB),5.0,16,3,2022,1,0,Good price and great product
817,Aswanth Raveendran,"Good to handle ,but face detector isnt that good",4.0,20,6,2021,1,0,Battery and camera are good
818,pradeep kumar DJ,The Best,5.0,19,6,2021,1,0,Top notch product
819,Abhishek S.,Didn't expect this from apple,1.0,31,5,2021,1,1,Blocking of my 71000 ..Phone didn't switch on
820,kushal Ranga,Amazing Product . but not for gaming purpose,5.0,29,5,2021,1,1,Amazing product go for it . Love it . No problem at all
821,Mohit,Extremely satisfied,5.0,8,3,2021,1,0,"Best phone one can ever get.If you r old iphone user, this is one for you"
822,Alok Singh Chauhan,Beauty,5.0,23,1,2022,1,0,Amazing Phone
823,Prarthana Sharma,Speaker issue,1.0,14,2,2022,1,1,Phone speaker not working. Can't hear what the other person is saying.
824,Suraj,It amazing amazing phone,5.0,28,1,2021,1,1,Little hot phone. GamingWorld best phone in my handDon’t worry
825,Pratik,Disappointed,3.0,17,7,2021,1,0,After 1-2 months use camera ring colour damage..
826,Narendra Meena,Very bad product,2.0,31,10,2021,1,0,"Very bad product Battery issue, Heating problem, Microphone not working and speaker not working….🥺🥺"
827,Anbu,Compact kid for Phonies,4.0,28,2,2021,1,0,A phone with good performance
828,Kuldeep Singh Sodha,Best smartphone i have ever used,5.0,1,7,2021,1,0,Shifted from android to ios and this is the first smartphone of ios os. Works really smoothly
829,kalpana singh,Amazing phone,5.0,11,9,2021,1,0,Just amazing
830,Amazon Customer,Value for money,4.0,9,2,2021,1,0,"Battery life ok but getting warmth very high ,as I am using normal also."
831,Monika,Awesome,5.0,11,8,2021,1,1,Awesome product
832,Ayaz ahmad,Okk okk,2.0,11,9,2021,1,1,Good but price is so high
833,Rajkumar B,Wow mobile but small heat issue,4.0,11,2,2022,1,0,Wonderful mobile having some warm heat while using camera and low battery condition
834,Anoop R,VFM,4.0,8,2,2022,1,0,Nice phone to upgrade from Andriod to ios in 2022.
835,Sarath Kanthan,Assured delivery and quality,5.0,31,7,2021,1,0,The phone is as good as expected. And got delivered safely no need to worry about that.
836,shwetabh singh,Superb,5.0,22,6,2021,1,0,"The media could not be loaded.
                



 Always impressive"
